stock_code,stock_name,shares,weight,date
8996,高力,373000,1.095,2026-04-07
2059,川湖,106000,1.0929,2026-04-07
5439,高技,1154000,1.0437,2026-04-07
2404,漢唐,368000,1.0217,2026-04-07
3324,雙鴻,326000,0.9718,2026-04-07
2428,興勤,1830000,0.8795,2026-04-07
5289,宜鼎,274000,0.8702,2026-04-07
2421,建準,1984925,0.8057,2026-04-07
2316,楠梓電,2475000,0.7442,2026-04-07
2472,立隆電,1223000,0.5083,2026-04-07
2368,金像電,155000,0.4666,2026-04-07
6147,頎邦,1446000,0.4216,2026-04-07
3030,德律,504000,0.4157,2026-04-07
3211,順達,358000,0.415,2026-04-07
6274,台燿,186000,0.4125,2026-04-07
2467,志聖,310000,0.4112,2026-04-07
2347,聯強,1601000,0.4097,2026-04-07
6488,環球晶,304000,0.4067,2026-04-07
8210,勤誠,150000,0.4043,2026-04-07
2313,華通,452000,0.4036,2026-04-07
3131,弘塑,39000,0.3989,2026-04-07
3711,日月光投控,349000,0.3989,2026-04-07
3665,貿聯-KY,58136,0.3757,2026-04-07
3008,大立光,51000,0.3594,2026-04-07
6177,達麗,1784350,0.2755,2026-04-07
3376,新日興,355000,0.2374,2026-04-07
5274,信驊,6000,0.2234,2026-04-07
2451,創見,278000,0.2108,2026-04-07
2481,強茂,617000,0.2093,2026-04-07
3529,力旺,23000,0.2087,2026-04-07
8046,南電,103000,0.2087,2026-04-07
2303,聯電,1078000,0.204,2026-04-07
2327,國巨*,242000,0.2011,2026-04-07
2885,元大金,1102420,0.1664,2026-04-07
8464,億豐,142000,0.1574,2026-04-07
4938,和碩,528000,0.1335,2026-04-07
6691,洋基工程,69000,0.1259,2026-04-07
1319,東陽,355000,0.0923,2026-04-07
4441,振大環球,59000,0.0359,2026-04-07
2548,華固,29600,0.0117,2026-04-07
6510,精測,1000,0.0107,2026-04-07
3443,創意,1000,0.0076,2026-04-07
1519,華城,600,0.0015,2026-04-07
8358,金居,1000,0.0007,2026-04-07
3706,神達,1400,0.0003,2026-04-07
2886,兆豐金,1000,0.0001,2026-04-07
2881,富邦金,250,0.0,2026-04-07
2330,台積電,1468000,8.7725,2026-04-08
5536,聖暉*,3340000,7.0932,2026-04-08
3105,穩懋,3946000,5.3207,2026-04-08
6669,緯穎,461000,5.0435,2026-04-08
2360,致茂,855000,4.5197,2026-04-08
2383,台光電,457000,4.4395,2026-04-08
6139,亞翔,2278000,3.8674,2026-04-08
2345,智邦,719000,3.7678,2026-04-08
3017,奇鋐,538000,3.6766,2026-04-08
6223,旺矽,276000,3.6454,2026-04-08
3264,欣銓,7078000,3.5681,2026-04-08
2308,台達電,690000,3.5206,2026-04-08
7769,鴻勁,259000,3.3812,2026-04-08
6257,矽格,6338000,3.3116,2026-04-08
3491,昇達科,539000,2.9566,2026-04-08
6805,富世達,501000,2.9017,2026-04-08
3036,文曄,3090000,2.2111,2026-04-08
2454,聯發科,443000,2.1449,2026-04-08
4958,臻鼎-KY,2654000,2.0129,2026-04-08
1785,光洋科,4611000,1.3494,2026-04-08
2059,川湖,106000,1.0768,2026-04-08
8996,高力,373000,1.0527,2026-04-08
2404,漢唐,368000,1.0194,2026-04-08
3030,德律,1135000,0.9478,2026-04-08
2347,聯強,3693000,0.9178,2026-04-08
6488,環球晶,683000,0.9125,2026-04-08
3131,弘塑,89000,0.9109,2026-04-08
3211,順達,780000,0.9047,2026-04-08
5289,宜鼎,274000,0.9026,2026-04-08
2313,華通,1033000,0.8673,2026-04-08
6285,啟碁,1184000,0.7855,2026-04-08
3533,嘉澤,111000,0.7585,2026-04-08
2472,立隆電,1210000,0.5209,2026-04-08
6274,台燿,223000,0.4954,2026-04-08
2368,金像電,155000,0.474,2026-04-08
2303,聯電,2445000,0.4518,2026-04-08
6147,頎邦,1446000,0.4373,2026-04-08
2467,志聖,314000,0.432,2026-04-08
3711,日月光投控,349000,0.4096,2026-04-08
3665,貿聯-KY,58136,0.3589,2026-04-08
3008,大立光,51000,0.3563,2026-04-08
4938,和碩,1236000,0.3015,2026-04-08
6691,洋基工程,159000,0.2835,2026-04-08
6177,達麗,1784350,0.26,2026-04-08
5274,信驊,6000,0.2319,2026-04-08
3376,新日興,355000,0.23,2026-04-08
3529,力旺,23000,0.2061,2026-04-08
8046,南電,103000,0.201,2026-04-08
2885,元大金,1102420,0.1591,2026-04-08
8464,億豐,142000,0.1525,2026-04-08
1319,東陽,355000,0.0886,2026-04-08
4441,振大環球,59000,0.0348,2026-04-08
2548,華固,29600,0.0115,2026-04-08
6510,精測,1000,0.0105,2026-04-08
3443,創意,1000,0.0076,2026-04-08
1519,華城,600,0.0015,2026-04-08
8358,金居,1000,0.0008,2026-04-08
3706,神達,1400,0.0003,2026-04-08
2886,兆豐金,1000,0.0001,2026-04-08
2881,富邦金,250,0.0,2026-04-08
2330,台積電,1468000,8.6809,2026-04-09
5536,聖暉*,3340000,7.0213,2026-04-09
3105,穩懋,3946000,5.2039,2026-04-09
6669,緯穎,461000,4.992,2026-04-09
2360,致茂,855000,4.7585,2026-04-09
2383,台光電,457000,4.451,2026-04-09
6139,亞翔,2278000,4.1687,2026-04-09
3264,欣銓,7078000,3.8643,2026-04-09
6223,旺矽,276000,3.7317,2026-04-09
2345,智邦,719000,3.6754,2026-04-09
3017,奇鋐,538000,3.637,2026-04-09
2308,台達電,690000,3.4332,2026-04-09
7769,鴻勁,259000,3.3255,2026-04-09
6257,矽格,6338000,3.2782,2026-04-09
3491,昇達科,539000,2.8694,2026-04-09
6805,富世達,501000,2.7883,2026-04-09
4958,臻鼎-KY,2654000,2.1153,2026-04-09
2454,聯發科,443000,2.1104,2026-04-09
3036,文曄,3090000,2.0936,2026-04-09
6285,啟碁,2497000,1.7069,2026-04-09
1785,光洋科,4611000,1.4644,2026-04-09
8996,高力,373000,1.1395,2026-04-09
2059,川湖,106000,1.05,2026-04-09
2404,漢唐,368000,1.0095,2026-04-09
3030,德律,1135000,0.9458,2026-04-09
6488,環球晶,683000,0.9244,2026-04-09
5289,宜鼎,274000,0.9158,2026-04-09
2347,聯強,3693000,0.9059,2026-04-09
3131,弘塑,89000,0.8802,2026-04-09
2313,華通,1033000,0.8795,2026-04-09
3211,順達,780000,0.8646,2026-04-09
2467,志聖,534000,0.7971,2026-04-09
3533,嘉澤,111000,0.7755,2026-04-09
6274,台燿,223000,0.5375,2026-04-09
2472,立隆電,1210000,0.5325,2026-04-09
2368,金像電,155000,0.5133,2026-04-09
2303,聯電,2445000,0.4437,2026-04-09
6147,頎邦,1446000,0.422,2026-04-09
3711,日月光投控,349000,0.4138,2026-04-09
3665,貿聯-KY,58136,0.3745,2026-04-09
3008,大立光,51000,0.3517,2026-04-09
4938,和碩,1236000,0.299,2026-04-09
6691,洋基工程,159000,0.2885,2026-04-09
6177,達麗,1784350,0.2536,2026-04-09
5274,信驊,6000,0.228,2026-04-09
3376,新日興,355000,0.2233,2026-04-09
3583,辛耘,120000,0.2221,2026-04-09
8046,南電,103000,0.2084,2026-04-09
3529,力旺,23000,0.1996,2026-04-09
2885,元大金,1102420,0.1598,2026-04-09
8464,億豐,142000,0.1511,2026-04-09
1319,東陽,355000,0.086,2026-04-09
4441,振大環球,59000,0.0364,2026-04-09
2548,華固,29600,0.0115,2026-04-09
6510,精測,1000,0.0102,2026-04-09
3443,創意,1000,0.008,2026-04-09
1519,華城,600,0.0014,2026-04-09
8358,金居,1000,0.0008,2026-04-09
3706,神達,1400,0.0003,2026-04-09
2886,兆豐金,1000,0.0001,2026-04-09
2881,富邦金,250,0.0,2026-04-09
2330,台積電,1468000,8.6548,2026-04-10
5536,聖暉*,3340000,7.1184,2026-04-10
3105,穩懋,3946000,5.3973,2026-04-10
6669,緯穎,461000,4.9329,2026-04-10
2383,台光電,457000,4.6072,2026-04-10
2360,致茂,855000,4.4989,2026-04-10
6139,亞翔,2278000,4.2708,2026-04-10
3264,欣銓,7078000,3.9434,2026-04-10
2345,智邦,719000,3.8892,2026-04-10
6223,旺矽,276000,3.7588,2026-04-10
3017,奇鋐,538000,3.5921,2026-04-10
2308,台達電,690000,3.5289,2026-04-10
6257,矽格,6338000,3.2882,2026-04-10
7769,鴻勁,259000,3.2066,2026-04-10
3491,昇達科,539000,2.8838,2026-04-10
6805,富世達,501000,2.7543,2026-04-10
4958,臻鼎-KY,2654000,2.0732,2026-04-10
2454,聯發科,443000,2.0567,2026-04-10
3036,文曄,3090000,2.054,2026-04-10
6285,啟碁,2497000,1.6598,2026-04-10
1785,光洋科,4611000,1.5699,2026-04-10
8996,高力,373000,1.1435,2026-04-10
2059,川湖,106000,1.0483,2026-04-10
3030,德律,1135000,1.0137,2026-04-10
2404,漢唐,368000,1.0045,2026-04-10
6488,環球晶,683000,0.9875,2026-04-10
5289,宜鼎,274000,0.9329,2026-04-10
2313,華通,1033000,0.8709,2026-04-10
2347,聯強,3693000,0.8632,2026-04-10
3211,順達,780000,0.8622,2026-04-10
2467,志聖,534000,0.8531,2026-04-10
3131,弘塑,89000,0.8316,2026-04-10
3533,嘉澤,111000,0.7427,2026-04-10
6274,台燿,223000,0.5311,2026-04-10
2472,立隆電,1210000,0.5278,2026-04-10
2368,金像電,155000,0.498,2026-04-10
6147,頎邦,1446000,0.4518,2026-04-10
2303,聯電,2445000,0.4468,2026-04-10
3711,日月光投控,349000,0.4043,2026-04-10
3665,貿聯-KY,58136,0.377,2026-04-10
3008,大立光,51000,0.3472,2026-04-10
6691,洋基工程,159000,0.2952,2026-04-10
4938,和碩,1236000,0.294,2026-04-10
6177,達麗,1784350,0.2485,2026-04-10
3583,辛耘,120000,0.238,2026-04-10
5274,信驊,6000,0.2225,2026-04-10
3376,新日興,355000,0.216,2026-04-10
8046,南電,103000,0.2025,2026-04-10
3529,力旺,23000,0.2003,2026-04-10
2885,元大金,1102420,0.155,2026-04-10
8464,億豐,142000,0.149,2026-04-10
1319,東陽,355000,0.0842,2026-04-10
4441,振大環球,59000,0.0338,2026-04-10
2548,華固,29600,0.0111,2026-04-10
6510,精測,1000,0.0102,2026-04-10
3443,創意,1000,0.0078,2026-04-10
1519,華城,600,0.0014,2026-04-10
8358,金居,1000,0.0008,2026-04-10
3706,神達,1400,0.0003,2026-04-10
2886,兆豐金,1000,0.0001,2026-04-10
2881,富邦金,250,0.0,2026-04-10
2330,台積電,1468000,8.6481,2026-04-13
5536,聖暉*,3340000,7.4947,2026-04-13
3105,穩懋,3946000,5.3501,2026-04-13
6669,緯穎,461000,4.9744,2026-04-13
2360,致茂,855000,4.7584,2026-04-13
2383,台光電,457000,4.4983,2026-04-13
6139,亞翔,2278000,4.1136,2026-04-13
3264,欣銓,7078000,4.0125,2026-04-13
2345,智邦,719000,3.8738,2026-04-13
6223,旺矽,276000,3.7135,2026-04-13
2308,台達電,690000,3.5541,2026-04-13
3017,奇鋐,538000,3.5038,2026-04-13
6257,矽格,6338000,3.3678,2026-04-13
7769,鴻勁,259000,3.1435,2026-04-13
3491,昇達科,539000,2.8481,2026-04-13
6805,富世達,501000,2.6177,2026-04-13
2454,聯發科,443000,2.1245,2026-04-13
3036,文曄,3090000,2.0856,2026-04-13
4958,臻鼎-KY,2654000,2.0231,2026-04-13
6285,啟碁,2497000,1.8332,2026-04-13
1785,光洋科,4611000,1.7335,2026-04-13
8996,高力,373000,1.2091,2026-04-13
2059,川湖,106000,1.0465,2026-04-13
3030,德律,1135000,1.0432,2026-04-13
2404,漢唐,368000,1.0153,2026-04-13
6488,環球晶,683000,1.0099,2026-04-13
5289,宜鼎,274000,0.9206,2026-04-13
3131,弘塑,89000,0.9181,2026-04-13
2347,聯強,3693000,0.8964,2026-04-13
2467,志聖,534000,0.8678,2026-04-13
2313,華通,1033000,0.8531,2026-04-13
3211,順達,780000,0.8301,2026-04-13
3533,嘉澤,111000,0.7393,2026-04-13
2472,立隆電,1210000,0.582,2026-04-13
6274,台燿,223000,0.5287,2026-04-13
6147,頎邦,1446000,0.4986,2026-04-13
2368,金像電,155000,0.484,2026-04-13
2303,聯電,2445000,0.435,2026-04-13
3711,日月光投控,349000,0.4313,2026-04-13
3665,貿聯-KY,58136,0.3829,2026-04-13
3008,大立光,51000,0.3668,2026-04-13
6691,洋基工程,159000,0.2937,2026-04-13
4938,和碩,1236000,0.2854,2026-04-13
3583,辛耘,120000,0.2493,2026-04-13
6177,達麗,1784350,0.2461,2026-04-13
5274,信驊,6000,0.2163,2026-04-13
3529,力旺,23000,0.2151,2026-04-13
3376,新日興,355000,0.208,2026-04-13
8046,南電,103000,0.1997,2026-04-13
8464,億豐,142000,0.1555,2026-04-13
2885,元大金,1102420,0.1548,2026-04-13
1319,東陽,355000,0.0823,2026-04-13
4441,振大環球,59000,0.033,2026-04-13
2548,華固,29600,0.011,2026-04-13
6510,精測,1000,0.0101,2026-04-13
3443,創意,1000,0.0082,2026-04-13
1519,華城,600,0.0014,2026-04-13
8358,金居,1000,0.0008,2026-04-13
3706,神達,1400,0.0003,2026-04-13
2886,兆豐金,1000,0.0001,2026-04-13
2881,富邦金,250,0.0,2026-04-13
2330,台積電,1468000,8.7913,2026-04-14
5536,聖暉*,3355000,7.7043,2026-04-14
3105,穩懋,3946000,5.2552,2026-04-14
6669,緯穎,461000,5.0446,2026-04-14
2383,台光電,457000,4.8011,2026-04-14
2360,致茂,855000,4.5846,2026-04-14
6139,亞翔,2278000,4.2154,2026-04-14
2345,智邦,719000,3.9601,2026-04-14
3264,欣銓,7078000,3.8571,2026-04-14
6223,旺矽,276000,3.6676,2026-04-14
3017,奇鋐,538000,3.6217,2026-04-14
2308,台達電,690000,3.5189,2026-04-14
6257,矽格,6338000,3.3615,2026-04-14
3491,昇達科,539000,2.7174,2026-04-14
6805,富世達,501000,2.5258,2026-04-14
2454,聯發科,443000,2.2205,2026-04-14
4958,臻鼎-KY,2654000,1.9451,2026-04-14
1785,光洋科,4611000,1.8745,2026-04-14
6285,啟碁,2497000,1.6299,2026-04-14
8996,高力,373000,1.212,2026-04-14
7769,鴻勁,89000,1.0854,2026-04-14
2467,志聖,674000,1.0763,2026-04-14
2059,川湖,106000,1.0641,2026-04-14
3036,文曄,1545000,1.0243,2026-04-14
3030,德律,1135000,1.0022,2026-04-14
6488,環球晶,683000,0.9971,2026-04-14
2404,漢唐,368000,0.9812,2026-04-14
5289,宜鼎,274000,0.9422,2026-04-14
2347,聯強,3693000,0.8846,2026-04-14
3131,弘塑,89000,0.852,2026-04-14
3211,順達,780000,0.7955,2026-04-14
2313,華通,1033000,0.7751,2026-04-14
3533,嘉澤,111000,0.7197,2026-04-14
6147,頎邦,2046000,0.6737,2026-04-14
2472,立隆電,1210000,0.6294,2026-04-14
6274,台燿,223000,0.5588,2026-04-14
2368,金像電,155000,0.5194,2026-04-14
3711,日月光投控,349000,0.4312,2026-04-14
2303,聯電,2445000,0.4253,2026-04-14
3008,大立光,51000,0.3968,2026-04-14
3665,貿聯-KY,58136,0.3888,2026-04-14
6691,洋基工程,159000,0.2937,2026-04-14
4938,和碩,1236000,0.2827,2026-04-14
3583,辛耘,120000,0.2388,2026-04-14
6177,達麗,1784350,0.2386,2026-04-14
5274,信驊,6000,0.2273,2026-04-14
3529,力旺,23000,0.2235,2026-04-14
3376,新日興,355000,0.2053,2026-04-14
8046,南電,103000,0.1939,2026-04-14
2885,元大金,1102420,0.1591,2026-04-14
8464,億豐,142000,0.156,2026-04-14
1319,東陽,355000,0.0797,2026-04-14
4441,振大環球,59000,0.033,2026-04-14
2548,華固,29600,0.0111,2026-04-14
6510,精測,1000,0.0097,2026-04-14
3443,創意,1000,0.0088,2026-04-14
1519,華城,600,0.0014,2026-04-14
8358,金居,1000,0.0009,2026-04-14
3706,神達,1400,0.0003,2026-04-14
2886,兆豐金,1000,0.0001,2026-04-14
2881,富邦金,250,0.0,2026-04-14
2330,台積電,1468000,8.7497,2026-04-15
5536,聖暉*,3355000,7.9026,2026-04-15
3105,穩懋,3946000,5.0487,2026-04-15
2383,台光電,457000,4.9894,2026-04-15
2360,致茂,855000,4.949,2026-04-15
6669,緯穎,461000,4.9141,2026-04-15
6139,亞翔,2278000,4.1059,2026-04-15
2345,智邦,719000,4.0588,2026-04-15
3264,欣銓,7078000,3.7928,2026-04-15
6223,旺矽,276000,3.642,2026-04-15
3017,奇鋐,538000,3.5843,2026-04-15
2308,台達電,690000,3.5293,2026-04-15
6257,矽格,6338000,3.2509,2026-04-15
3491,昇達科,539000,2.6874,2026-04-15
6805,富世達,501000,2.62,2026-04-15
2454,聯發科,443000,2.2722,2026-04-15
4958,臻鼎-KY,2654000,1.9126,2026-04-15
1785,光洋科,4611000,1.8498,2026-04-15
6285,啟碁,2497000,1.7387,2026-04-15
8996,高力,373000,1.1757,2026-04-15
7769,鴻勁,89000,1.0864,2026-04-15
2059,川湖,106000,1.0448,2026-04-15
6488,環球晶,683000,1.0098,2026-04-15
3030,德律,1135000,1.0017,2026-04-15
2467,志聖,674000,0.985,2026-04-15
2404,漢唐,368000,0.9596,2026-04-15
5289,宜鼎,274000,0.895,2026-04-15
2347,聯強,3693000,0.8698,2026-04-15
3131,弘塑,89000,0.8212,2026-04-15
2313,華通,1033000,0.7785,2026-04-15
3211,順達,780000,0.7778,2026-04-15
3533,嘉澤,111000,0.7554,2026-04-15
3583,辛耘,370000,0.7421,2026-04-15
2472,立隆電,1210000,0.6293,2026-04-15
6147,頎邦,2046000,0.6214,2026-04-15
6274,台燿,223000,0.6045,2026-04-15
2368,金像電,155000,0.5174,2026-04-15
3711,日月光投控,349000,0.4465,2026-04-15
2303,聯電,2445000,0.435,2026-04-15
3008,大立光,51000,0.4121,2026-04-15
3665,貿聯-KY,58136,0.3914,2026-04-15
6691,洋基工程,159000,0.2906,2026-04-15
4938,和碩,1236000,0.279,2026-04-15
5274,信驊,6000,0.2385,2026-04-15
6177,達麗,1784350,0.2367,2026-04-15
3529,力旺,23000,0.2221,2026-04-15
3376,新日興,355000,0.1953,2026-04-15
8046,南電,103000,0.1936,2026-04-15
2885,元大金,1102420,0.1592,2026-04-15
8464,億豐,142000,0.1452,2026-04-15
1319,東陽,355000,0.0799,2026-04-15
4441,振大環球,59000,0.0325,2026-04-15
2548,華固,29600,0.0109,2026-04-15
6510,精測,1000,0.0103,2026-04-15
3443,創意,1000,0.0087,2026-04-15
1519,華城,600,0.0015,2026-04-15
8358,金居,1000,0.0009,2026-04-15
3706,神達,1400,0.0003,2026-04-15
2886,兆豐金,1000,0.0001,2026-04-15
2881,富邦金,250,0.0,2026-04-15
2330,台積電,1468000,8.63,2026-04-16
5536,聖暉*,3355000,7.4731,2026-04-16
3105,穩懋,3946000,5.4572,2026-04-16
2360,致茂,855000,4.9419,2026-04-16
2383,台光電,457000,4.9415,2026-04-16
6669,緯穎,461000,4.8093,2026-04-16
6139,亞翔,2278000,4.2969,2026-04-16
2345,智邦,719000,4.1254,2026-04-16
6223,旺矽,276000,3.8248,2026-04-16
3017,奇鋐,538000,3.7012,2026-04-16
2308,台達電,690000,3.5894,2026-04-16
3264,欣銓,7078000,3.4924,2026-04-16
6257,矽格,6338000,3.2166,2026-04-16
6805,富世達,501000,2.6839,2026-04-16
3491,昇達科,539000,2.6595,2026-04-16
2454,聯發科,443000,2.3669,2026-04-16
6147,頎邦,6546000,2.104,2026-04-16
4958,臻鼎-KY,2654000,1.9194,2026-04-16
6285,啟碁,2497000,1.8797,2026-04-16
1785,光洋科,4611000,1.8461,2026-04-16
8996,高力,373000,1.1726,2026-04-16
7769,鴻勁,89000,1.0777,2026-04-16
6488,環球晶,683000,1.0399,2026-04-16
2059,川湖,106000,1.0296,2026-04-16
3030,德律,1135000,0.9856,2026-04-16
2467,志聖,674000,0.9786,2026-04-16
2404,漢唐,368000,0.9701,2026-04-16
2347,聯強,3693000,0.8559,2026-04-16
5289,宜鼎,274000,0.8382,2026-04-16
3131,弘塑,89000,0.8168,2026-04-16
3533,嘉澤,111000,0.7855,2026-04-16
3211,順達,780000,0.7664,2026-04-16
2313,華通,1033000,0.7572,2026-04-16
3583,辛耘,370000,0.7344,2026-04-16
2472,立隆電,1210000,0.6106,2026-04-16
6274,台燿,223000,0.6036,2026-04-16
2368,金像電,155000,0.5091,2026-04-16
2303,聯電,2445000,0.4708,2026-04-16
3711,日月光投控,349000,0.4433,2026-04-16
3008,大立光,51000,0.4055,2026-04-16
3665,貿聯-KY,58136,0.3925,2026-04-16
6691,洋基工程,159000,0.2949,2026-04-16
4938,和碩,1236000,0.2791,2026-04-16
5274,信驊,6000,0.2449,2026-04-16
3529,力旺,23000,0.2402,2026-04-16
6177,達麗,1784350,0.2316,2026-04-16
8046,南電,103000,0.2093,2026-04-16
3376,新日興,355000,0.1951,2026-04-16
2885,元大金,1102420,0.1575,2026-04-16
8464,億豐,142000,0.1481,2026-04-16
1319,東陽,355000,0.0799,2026-04-16
4441,振大環球,59000,0.0325,2026-04-16
2548,華固,29600,0.0107,2026-04-16
6510,精測,1000,0.0103,2026-04-16
3443,創意,1000,0.0094,2026-04-16
1519,華城,600,0.0014,2026-04-16
8358,金居,1000,0.0009,2026-04-16
3706,神達,1400,0.0003,2026-04-16
2886,兆豐金,1000,0.0001,2026-04-16
2881,富邦金,250,0.0,2026-04-16
2330,台積電,1468000,8.2297,2026-04-17
5536,聖暉*,3355000,7.6438,2026-04-17
3105,穩懋,3946000,5.8737,2026-04-17
2360,致茂,855000,5.3245,2026-04-17
6669,緯穎,461000,4.8442,2026-04-17
2383,台光電,457000,4.7958,2026-04-17
6139,亞翔,2278000,4.5483,2026-04-17
2345,智邦,719000,4.1102,2026-04-17
6223,旺矽,276000,3.9596,2026-04-17
3017,奇鋐,538000,3.5658,2026-04-17
2308,台達電,690000,3.5061,2026-04-17
3264,欣銓,7078000,3.362,2026-04-17
6257,矽格,6338000,3.1068,2026-04-17
6805,富世達,501000,2.5872,2026-04-17
3491,昇達科,539000,2.4858,2026-04-17
2454,聯發科,443000,2.355,2026-04-17
6147,頎邦,6546000,2.0789,2026-04-17
4958,臻鼎-KY,2654000,2.0668,2026-04-17
1785,光洋科,4611000,1.9864,2026-04-17
6285,啟碁,2497000,1.8239,2026-04-17
2467,志聖,1179000,1.7907,2026-04-17
8996,高力,373000,1.2567,2026-04-17
2059,川湖,106000,1.0655,2026-04-17
3030,德律,1135000,1.061,2026-04-17
2404,漢唐,368000,1.0416,2026-04-17
6488,環球晶,683000,0.9525,2026-04-17
2347,聯強,3693000,0.8556,2026-04-17
3131,弘塑,89000,0.8,2026-04-17
3583,辛耘,370000,0.7765,2026-04-17
3211,順達,780000,0.7733,2026-04-17
3533,嘉澤,111000,0.7632,2026-04-17
5289,宜鼎,274000,0.7604,2026-04-17
2313,華通,1033000,0.7459,2026-04-17
2472,立隆電,1210000,0.6165,2026-04-17
6274,台燿,223000,0.5825,2026-04-17
2368,金像電,155000,0.5029,2026-04-17
2303,聯電,2445000,0.4929,2026-04-17
3711,日月光投控,349000,0.426,2026-04-17
3665,貿聯-KY,58136,0.3797,2026-04-17
6691,洋基工程,159000,0.2893,2026-04-17
4938,和碩,1236000,0.2833,2026-04-17
3529,力旺,23000,0.2588,2026-04-17
5274,信驊,6000,0.2287,2026-04-17
6177,達麗,1784350,0.2254,2026-04-17
8046,南電,103000,0.2059,2026-04-17
3376,新日興,355000,0.1911,2026-04-17
2885,元大金,1102420,0.1528,2026-04-17
8464,億豐,142000,0.1445,2026-04-17
1319,東陽,355000,0.0769,2026-04-17
4441,振大環球,59000,0.0316,2026-04-17
2548,華固,29600,0.0106,2026-04-17
6510,精測,1000,0.0103,2026-04-17
3443,創意,1000,0.0089,2026-04-17
1519,華城,600,0.0014,2026-04-17
8358,金居,1000,0.001,2026-04-17
3706,神達,1400,0.0003,2026-04-17
2886,兆豐金,1000,0.0001,2026-04-17
2881,富邦金,250,0.0,2026-04-17
2330,台積電,1468000,8.0463,2026-04-20
5536,聖暉*,3355000,7.837,2026-04-20
3105,穩懋,3946000,6.323,2026-04-20
6669,緯穎,461000,4.9662,2026-04-20
2383,台光電,457000,4.7623,2026-04-20
2360,致茂,855000,4.7442,2026-04-20
6139,亞翔,2278000,4.6306,2026-04-20
3264,欣銓,8078000,4.0997,2026-04-20
2345,智邦,719000,3.902,2026-04-20
6223,旺矽,276000,3.8361,2026-04-20
3017,奇鋐,538000,3.626,2026-04-20
2308,台達電,690000,3.5485,2026-04-20
6257,矽格,6338000,3.0793,2026-04-20
6805,富世達,501000,2.5697,2026-04-20
3491,昇達科,539000,2.4729,2026-04-20
2454,聯發科,443000,2.2782,2026-04-20
6147,頎邦,6546000,2.2413,2026-04-20
4958,臻鼎-KY,2654000,2.2269,2026-04-20
1785,光洋科,4611000,1.9158,2026-04-20
2467,志聖,1179000,1.819,2026-04-20
6285,啟碁,2497000,1.6998,2026-04-20
8996,高力,373000,1.2115,2026-04-20
2059,川湖,106000,1.0744,2026-04-20
3030,德律,1135000,1.0506,2026-04-20
2404,漢唐,368000,1.0209,2026-04-20
6488,環球晶,683000,1.0186,2026-04-20
2347,聯強,3693000,0.8396,2026-04-20
3583,辛耘,370000,0.8092,2026-04-20
3533,嘉澤,111000,0.7886,2026-04-20
3211,順達,780000,0.779,2026-04-20
3131,弘塑,89000,0.7732,2026-04-20
5289,宜鼎,274000,0.7564,2026-04-20
2313,華通,1033000,0.7004,2026-04-20
2472,立隆電,1210000,0.5993,2026-04-20
6274,台燿,223000,0.5734,2026-04-20
2303,聯電,2445000,0.5089,2026-04-20
2368,金像電,155000,0.5076,2026-04-20
3711,日月光投控,349000,0.4359,2026-04-20
3665,貿聯-KY,58136,0.3871,2026-04-20
6691,洋基工程,159000,0.2861,2026-04-20
4938,和碩,1236000,0.2766,2026-04-20
3529,力旺,23000,0.2729,2026-04-20
5274,信驊,6000,0.2342,2026-04-20
8046,南電,103000,0.2219,2026-04-20
6177,達麗,1784350,0.2166,2026-04-20
3376,新日興,355000,0.196,2026-04-20
2885,元大金,1102420,0.1527,2026-04-20
8464,億豐,142000,0.142,2026-04-20
1319,東陽,355000,0.0749,2026-04-20
4441,振大環球,59000,0.0313,2026-04-20
6510,精測,1000,0.0103,2026-04-20
2548,華固,29600,0.0102,2026-04-20
3443,創意,1000,0.0096,2026-04-20
1519,華城,600,0.0014,2026-04-20
8358,金居,1000,0.001,2026-04-20
3706,神達,1400,0.0003,2026-04-20
2886,兆豐金,1000,0.0001,2026-04-20
2881,富邦金,250,0.0,2026-04-20
2330,台積電,1468000,7.9031,2026-04-21
5536,聖暉*,3355000,7.8415,2026-04-21
3105,穩懋,3946000,6.3938,2026-04-21
6669,緯穎,461000,5.1089,2026-04-21
2383,台光電,457000,4.7405,2026-04-21
2360,致茂,855000,4.5468,2026-04-21
3264,欣銓,8078000,4.37,2026-04-21
6139,亞翔,2278000,4.3372,2026-04-21
2345,智邦,719000,4.1351,2026-04-21
2308,台達電,690000,3.6512,2026-04-21
3017,奇鋐,538000,3.6239,2026-04-21
6223,旺矽,276000,3.5805,2026-04-21
6257,矽格,6338000,3.1125,2026-04-21
6805,富世達,501000,2.5195,2026-04-21
3491,昇達科,539000,2.5124,2026-04-21
2454,聯發科,443000,2.4314,2026-04-21
6147,頎邦,6546000,2.3293,2026-04-21
4958,臻鼎-KY,2654000,2.1954,2026-04-21
6285,啟碁,3000000,1.9656,2026-04-21
1785,光洋科,4611000,1.8769,2026-04-21
2467,志聖,1179000,1.7338,2026-04-21
8996,高力,373000,1.1901,2026-04-21
2059,川湖,106000,1.0731,2026-04-21
6488,環球晶,683000,1.0708,2026-04-21
3030,德律,1135000,1.0164,2026-04-21
2404,漢唐,368000,0.9664,2026-04-21
2347,聯強,3693000,0.8224,2026-04-21
5289,宜鼎,274000,0.8059,2026-04-21
3211,順達,780000,0.7773,2026-04-21
